user_id,device_id,amount,failed_logins,location_change,is_fraud
user_89,device_90,173.1,0,0,0
user_33,device_39,267.09,0,1,0
user_49,device_85,87.45,0,1,0
user_96,device_62,104.51,1,0,0
user_35,device_106,15.3,1,0,0
user_44,device_107,297.65,1,0,0
user_90,device_54,165.9,0,0,0
user_11,device_126,27.81,0,0,0
user_99,device_9,137.21,1,0,0
user_72,device_88,223.85,0,0,0
user_78,device_37,108.4,0,1,0
user_74,device_49,101.24,0,0,0
user_66,device_41,275.58,0,0,0
user_46,device_17,104.62,0,0,0
user_9,device_88,692.33,2,1,1
user_3,device_21,32.58,1,0,0
user_85,device_51,259.3,0,1,0
user_26,device_59,13.84,0,0,0
user_72,device_41,4706.58,4,0,1
user_48,device_39,242.86,1,0,0
user_66,device_141,156.08,0,1,0
user_70,device_11,228.82,0,0,0
user_28,device_147,213.27,0,0,0
user_93,device_139,250.65,0,0,0
user_26,device_77,202.38,0,0,0
user_25,device_127,4069.08,3,1,1
user_12,device_46,21.55,0,1,0
user_5,device_45,286.55,0,0,0
user_98,device_1,1305.93,5,0,1
user_48,device_108,214.73,0,0,0
user_37,device_19,157.36,0,0,0
user_79,device_76,148.67,0,0,0
user_44,device_72,193.65,0,0,0
user_15,device_109,226.26,0,0,0
user_43,device_12,277.98,0,0,0
user_48,device_45,3521.33,3,1,1
user_87,device_90,1168.28,3,1,1
user_70,device_103,170.06,0,0,0
user_46,device_8,290.65,0,0,0
user_43,device_91,4698.3,5,1,1
user_21,device_87,115.13,0,0,0
user_23,device_84,146.02,0,0,0
user_80,device_82,994.38,4,1,1
user_47,device_146,67.81,0,0,0
user_15,device_68,176.98,0,0,0
user_25,device_127,114.51,0,0,0
user_36,device_82,168.19,0,0,0
user_75,device_147,77.16,0,0,0
user_51,device_84,81.21,0,0,0
user_15,device_113,42.33,0,0,0
user_68,device_76,217.26,0,0,0
user_21,device_122,91.89,0,1,0
user_13,device_143,221.37,0,0,0
user_86,device_41,68.37,0,0,0
user_19,device_2,517.27,4,1,1
user_34,device_29,183.25,0,0,0
user_78,device_105,84.55,0,0,0
user_68,device_51,225.73,1,0,0
user_52,device_75,109.22,1,0,0
user_27,device_10,151.82,0,1,0
user_29,device_142,175.0,0,0,0
user_28,device_51,109.14,0,0,0
user_35,device_118,115.34,0,1,0
user_8,device_121,190.73,0,0,0
user_16,device_39,255.06,0,0,0
user_36,device_28,2308.44,5,1,1
user_30,device_3,179.19,0,0,0
user_18,device_84,149.29,0,0,0
user_2,device_117,42.72,0,0,0
user_49,device_2,17.79,0,0,0
user_77,device_93,164.09,0,0,0
user_4,device_131,243.62,0,1,0
user_90,device_144,2910.36,3,1,1
user_89,device_94,139.55,0,0,0
user_94,device_40,10.27,0,1,0
user_75,device_2,80.28,0,0,0
user_7,device_81,2977.97,5,1,1
user_95,device_12,282.23,0,0,0
user_74,device_65,258.11,0,0,0
user_39,device_55,281.65,0,0,0
user_13,device_45,61.74,0,0,0
user_31,device_101,188.1,0,0,0
user_71,device_62,171.09,0,0,0
user_63,device_49,256.91,0,0,0
user_56,device_127,207.31,0,0,0
user_42,device_23,224.56,0,0,0
user_61,device_38,50.76,0,0,0
user_42,device_28,226.92,0,0,0
user_56,device_21,279.29,0,0,0
user_36,device_107,86.87,0,0,0
user_84,device_146,36.89,0,0,0
user_68,device_99,39.4,0,0,0
user_7,device_119,149.86,0,0,0
user_54,device_73,215.15,0,1,0
user_1,device_122,178.98,0,0,0
user_44,device_30,219.13,0,0,0
user_45,device_108,151.29,0,0,0
user_47,device_98,128.29,0,0,0
user_13,device_32,3776.06,2,1,1
user_22,device_79,63.88,0,0,0
user_21,device_41,200.91,0,0,0
user_86,device_63,171.87,0,1,0
user_92,device_23,277.57,0,0,0
user_9,device_104,223.77,0,0,0
user_26,device_75,107.53,1,0,0
user_9,device_48,170.32,0,0,0
user_15,device_57,34.77,1,0,0
user_10,device_118,188.11,0,0,0
user_88,device_100,134.45,0,0,0
user_42,device_124,252.87,0,0,0
user_72,device_34,156.42,0,0,0
user_24,device_7,177.27,0,0,0
user_80,device_56,25.3,0,0,0
user_49,device_65,23.09,0,0,0
user_26,device_47,86.1,0,0,0
user_91,device_148,140.23,0,0,0
user_37,device_19,106.4,0,0,0
user_68,device_146,116.37,0,0,0
user_50,device_126,290.22,1,1,0
user_24,device_139,184.23,0,0,0
user_19,device_49,192.92,0,0,0
user_60,device_113,229.76,0,0,0
user_39,device_38,278.15,0,0,0
user_74,device_64,274.71,0,0,0
user_89,device_69,82.43,0,1,0
user_18,device_136,172.17,0,0,0
user_19,device_116,14.65,1,0,0
user_36,device_65,184.93,0,0,0
user_74,device_31,280.44,0,0,0
user_97,device_132,178.7,0,0,0
user_55,device_113,265.15,0,1,0
user_69,device_109,190.82,0,0,0
user_47,device_69,68.52,1,0,0
user_49,device_120,206.16,0,0,0
user_99,device_88,229.37,0,0,0
user_98,device_67,188.82,0,0,0
user_33,device_75,145.88,0,1,0
user_21,device_45,70.64,0,0,0
user_81,device_4,233.03,0,0,0
user_22,device_107,16.09,0,0,0
user_48,device_51,246.83,0,0,0
user_37,device_50,166.13,1,0,0
user_15,device_6,250.57,0,1,0
user_35,device_59,227.91,1,0,0
user_92,device_125,115.39,1,0,0
user_71,device_143,106.33,0,0,0
user_32,device_30,4682.32,3,0,1
user_11,device_122,78.32,0,0,0
user_10,device_125,80.25,0,1,0
user_73,device_37,276.37,0,0,0
user_78,device_124,127.49,0,0,0
user_77,device_101,195.71,0,0,0
user_57,device_35,167.35,0,0,0
user_25,device_87,181.99,0,0,0
user_2,device_134,80.34,0,1,0
user_64,device_18,76.81,0,0,0
user_35,device_113,202.49,0,1,0
user_7,device_29,261.02,0,0,0
user_85,device_77,14.83,0,0,0
user_18,device_59,32.47,0,0,0
user_67,device_126,84.36,1,0,0
user_42,device_145,4088.27,4,1,1
user_39,device_109,293.92,0,0,0
user_41,device_22,273.88,0,0,0
user_75,device_68,241.36,0,0,0
user_24,device_69,147.78,0,1,0
user_60,device_49,3637.25,3,1,1
user_46,device_141,299.07,0,0,0
user_19,device_109,18.82,0,1,0
user_68,device_86,74.01,0,0,0
user_90,device_53,248.58,0,0,0
user_42,device_123,155.8,0,0,0
user_32,device_87,188.37,0,0,0
user_39,device_131,217.46,1,0,0
user_36,device_42,12.77,0,0,0
user_97,device_98,247.96,0,0,0
user_36,device_109,1981.54,4,1,1
user_3,device_51,143.5,0,1,0
user_73,device_85,24.55,0,0,0
user_8,device_127,91.73,0,0,0
user_97,device_21,16.34,0,0,0
user_70,device_44,145.64,0,0,0
user_41,device_139,621.98,5,1,1
user_68,device_103,42.46,0,0,0
user_13,device_68,239.68,1,0,0
user_49,device_129,157.8,1,0,0
user_60,device_92,151.35,1,0,0
user_2,device_24,279.99,0,0,0
user_60,device_125,268.23,0,0,0
user_5,device_141,104.06,1,0,0
user_44,device_111,215.61,0,0,0
user_27,device_98,123.76,0,0,0
user_32,device_139,113.75,0,0,0
user_21,device_17,43.46,0,0,0
user_8,device_99,216.74,0,0,0
user_72,device_82,110.69,0,0,0
user_50,device_104,281.92,0,0,0
user_67,device_19,186.96,1,0,0
user_44,device_85,16.97,0,0,0
user_58,device_8,227.12,0,1,0
user_3,device_28,4801.29,4,1,1
user_86,device_5,127.64,0,1,0
user_70,device_145,257.46,0,0,0
user_2,device_101,75.91,0,0,0
user_87,device_118,159.4,1,0,0
user_44,device_147,117.58,0,0,0
user_2,device_64,121.51,0,0,0
user_81,device_91,236.72,0,0,0
user_35,device_117,177.18,0,0,0
user_98,device_98,79.1,0,0,0
user_87,device_11,85.65,0,0,0
user_30,device_54,158.22,0,1,0
user_8,device_47,175.65,0,0,0
user_22,device_140,175.07,0,0,0
user_44,device_149,218.22,0,0,0
user_58,device_139,142.79,0,1,0
user_36,device_5,80.76,1,1,0
user_69,device_20,81.81,0,1,0
user_77,device_46,290.32,0,0,0
user_93,device_12,162.57,0,0,0
user_31,device_70,223.58,0,0,0
user_47,device_17,122.02,0,0,0
user_55,device_115,152.4,0,0,0
user_80,device_147,99.75,1,0,0
user_62,device_48,138.97,0,1,0
user_30,device_108,1587.21,3,0,1
user_55,device_52,256.48,0,0,0
user_16,device_96,534.95,3,1,1
user_12,device_70,224.48,0,0,0
